,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2020-08-04,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2020-08-07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,6,11
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
2020-08-09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
2020-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2020-08-11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
2020-08-12,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
2020-08-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,8
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5
2020-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,12
2020-08-20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
2020-08-21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
2020-08-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020-08-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2020-08-25,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2020-08-28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-08-30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2020-08-31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
2020-09-02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2020-09-05,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
2020-09-06,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
2020-09-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
2020-09-08,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
2020-09-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2020-09-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
2020-09-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
2020-09-13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
2020-09-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
2020-09-15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,12
2020-09-16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
2020-09-17,0,0,0,0,2,1,0,2,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,12,19
2020-09-18,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
2020-09-19,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,19
2020-09-20,1,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,13
2020-09-21,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
2020-09-22,0,2,0,0,0,0,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
2020-09-23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,6,10
2020-09-24,0,3,1,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,13,20
2020-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
2020-09-26,0,0,0,0,1,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,14
2020-09-27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
2020-09-28,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,6
2020-09-30,0,2,0,0,0,0,1,0,1,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,14,19
2020-10-01,1,1,1,0,0,1,0,0,1,4,0,-1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,4,14,18
2020-10-02,2,0,0,0,0,1,1,3,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,0,6,18,24
2020-10-03,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,9,11
2020-10-04,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,15
2020-10-05,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,13,17
2020-10-06,0,1,0,0,0,0,1,0,-1,5,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,8,11
2020-10-07,0,0,1,0,1,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,13,22
2020-10-08,2,4,1,1,1,0,1,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,19,23
2020-10-09,3,1,1,1,0,0,1,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,7,21,28
2020-10-10,8,0,1,0,1,0,0,1,0,4,0,0,0,0,4,1,1,0,0,0,1,0,2,2,0,2,0,3,0,0,0,0,0,0,6,31,37
2020-10-11,32,0,1,0,0,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,42,49
2020-10-12,5,1,0,0,0,1,0,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,24,31
2020-10-13,9,0,1,0,0,1,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,21,24
2020-10-14,1,0,0,0,1,3,0,0,1,5,0,0,0,1,1,0,1,0,1,0,2,0,1,3,0,6,0,2,0,0,0,0,0,0,7,29,36
2020-10-15,2,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,2,2,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,6,20,26
2020-10-16,13,0,0,0,0,0,2,6,0,3,0,2,0,1,8,0,0,0,0,0,0,1,0,-1,0,2,0,1,0,0,1,0,0,1,14,40,54
2020-10-17,11,0,0,0,1,0,0,4,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,11,24,35
2020-10-18,4,0,1,0,1,0,0,1,0,2,0,0,0,1,4,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,3,2,3,17,29,46
2020-10-19,1,0,0,0,1,3,1,8,0,0,0,1,0,2,2,0,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,15,28,43
2020-10-20,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,7,12,19
2020-10-21,6,0,1,0,2,2,0,4,3,2,0,1,2,0,2,1,0,1,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,21,34,55
2020-10-22,10,0,1,0,1,3,2,4,4,0,0,0,0,2,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,1,3,3,0,0,24,46,70
2020-10-23,11,0,1,0,1,2,1,4,1,0,0,0,1,2,7,0,0,1,0,0,2,2,0,0,0,2,1,1,0,2,1,2,0,2,17,47,64
2020-10-24,6,0,1,0,2,0,0,3,1,5,1,0,0,1,5,0,0,1,0,0,7,1,0,0,0,0,0,1,0,0,1,0,0,0,31,36,67
2020-10-25,8,1,2,0,2,2,2,5,0,5,0,3,0,0,8,3,0,0,0,1,-1,0,1,3,0,0,3,2,3,3,0,0,0,0,23,56,79
2020-10-26,2,0,0,1,3,0,1,5,4,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,16,25,41
2020-10-27,2,1,2,0,4,0,0,7,0,4,1,1,0,0,5,1,1,1,0,0,2,4,5,1,3,0,0,2,0,4,0,0,1,0,25,52,77
2020-10-28,8,0,1,1,3,2,0,0,1,8,0,0,0,0,3,2,0,1,0,0,1,0,4,0,1,0,1,1,1,0,0,0,1,0,24,40,64
2020-10-29,17,0,0,3,3,2,6,7,2,12,0,8,0,2,10,3,2,1,1,1,8,2,5,0,2,0,0,2,0,2,2,2,0,1,25,106,131
2020-10-30,4,1,2,0,4,1,1,10,1,5,1,3,3,1,10,5,4,3,2,1,4,2,12,2,4,0,0,1,3,2,1,0,0,0,28,93,121
2020-10-31,14,2,2,0,1,2,4,8,1,13,0,2,0,1,6,7,1,2,0,0,13,2,18,1,2,0,1,1,0,1,2,1,0,0,46,108,154
2020-11-01,13,2,1,4,11,2,5,7,3,6,1,4,4,0,8,3,2,2,0,1,7,4,6,3,4,0,0,0,0,0,3,1,0,1,51,108,159
2020-11-02,0,0,1,0,2,1,4,5,0,5,2,4,0,0,1,4,3,0,0,0,0,2,1,0,0,1,0,0,2,0,3,0,0,0,16,41,57
2020-11-03,6,4,7,0,3,3,1,2,0,16,2,4,0,1,6,1,4,0,0,2,6,0,2,0,1,0,0,3,2,0,0,0,0,0,27,76,103
2020-11-04,11,0,4,3,5,0,2,8,2,3,3,0,1,1,5,3,1,0,0,0,3,5,3,6,1,0,0,0,0,4,2,0,1,1,32,78,110
2020-11-05,16,1,2,3,10,3,4,7,2,6,5,1,0,1,8,4,1,1,3,1,12,1,0,1,2,0,0,1,2,0,5,4,2,0,41,109,150
2020-11-06,16,2,2,2,12,10,10,13,3,4,4,1,0,3,13,9,3,1,3,1,10,1,6,4,1,0,2,1,2,1,2,3,2,1,39,148,187
2020-11-07,5,1,6,1,9,0,7,8,5,1,-1,2,0,2,5,7,4,0,0,0,6,2,2,7,0,3,1,2,4,1,-1,1,0,2,33,92,125
2020-11-08,5,0,3,0,3,6,5,9,0,3,1,2,1,1,11,7,1,0,0,1,10,0,0,1,0,0,0,0,2,0,3,1,1,1,22,78,100
2020-11-09,13,1,1,0,16,1,5,9,0,1,0,0,0,1,5,4,3,1,0,1,3,1,0,1,3,0,0,0,1,1,1,3,3,0,15,79,94
2020-11-10,20,0,0,7,10,2,4,6,1,5,1,0,1,-1,3,2,2,0,0,1,2,1,0,2,0,1,0,0,2,0,0,1,0,0,24,73,97
2020-11-11,11,1,0,1,1,3,5,11,3,7,0,0,0,4,8,3,6,3,0,0,15,1,2,12,2,3,0,0,1,1,4,0,0,1,24,109,133
2020-11-12,13,1,2,1,3,4,17,16,5,7,2,7,1,4,16,14,2,0,1,2,27,4,2,3,0,2,0,5,2,1,0,6,3,0,36,173,209
2020-11-13,19,2,1,1,5,3,14,19,3,1,3,0,1,0,12,5,8,2,1,5,19,2,2,4,1,1,0,2,4,1,10,3,2,0,34,156,190
2020-11-14,5,2,0,4,9,1,5,8,2,6,1,0,2,0,35,4,6,1,0,3,14,2,1,1,0,4,0,6,0,3,6,4,1,0,38,136,174
2020-11-15,4,2,0,0,3,1,3,6,1,9,1,1,2,0,8,1,3,0,0,1,15,4,0,2,0,0,0,1,0,1,0,1,0,0,10,70,80
2020-11-16,14,0,0,0,2,4,4,8,2,3,0,2,4,3,30,2,6,1,0,1,4,4,1,3,1,0,0,1,2,1,1,1,0,1,23,106,129
2020-11-17,19,1,0,1,5,2,1,11,1,2,0,0,19,6,58,3,3,0,1,0,12,3,0,4,0,1,0,3,1,0,1,0,1,1,22,160,182
2020-11-18,7,0,2,2,0,0,1,2,2,12,1,0,3,0,16,0,2,1,0,1,16,0,2,11,1,4,0,1,1,0,2,0,0,0,25,90,115
2020-11-19,24,2,0,3,5,6,7,12,1,6,6,2,1,6,37,2,4,0,0,3,34,2,2,7,0,2,0,2,0,0,12,0,8,1,44,197,241
2020-11-20,8,12,0,4,3,3,3,24,3,12,2,4,3,6,27,2,12,0,0,0,16,1,1,7,3,3,0,0,1,3,11,2,0,2,48,178,226
2020-11-21,18,1,1,0,8,4,4,8,2,22,0,0,1,2,24,2,16,0,0,0,11,3,5,2,2,0,0,2,2,4,3,0,0,2,41,149,190
2020-11-22,13,1,2,1,7,2,5,8,1,9,0,2,5,2,41,4,2,0,0,5,9,4,3,0,0,3,0,0,1,1,10,0,1,0,37,142,179
2020-11-23,0,0,0,8,1,1,1,5,1,3,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,27,38
2020-11-24,3,1,2,1,0,2,3,4,3,6,9,0,1,2,19,2,6,0,1,0,3,0,1,12,0,2,0,0,0,3,3,1,0,0,30,90,120
2020-11-25,9,0,4,0,6,0,0,5,2,4,1,0,5,3,11,2,0,1,1,3,11,2,0,9,1,0,0,0,0,2,9,0,0,0,25,91,116
2020-11-26,7,4,1,1,2,7,6,14,0,12,3,2,2,0,19,2,4,0,0,1,7,1,0,0,0,0,0,0,0,1,6,1,0,1,48,104,152
2020-11-27,15,1,2,0,7,2,9,7,2,6,2,0,4,2,15,3,8,2,0,3,18,1,2,4,0,0,0,0,1,0,6,1,0,0,61,123,184
2020-11-28,8,4,1,5,1,1,5,2,1,5,8,4,0,1,13,7,3,3,1,2,5,1,3,4,1,0,0,1,0,0,2,0,1,0,39,93,132
2020-11-29,5,0,0,5,4,1,2,2,0,0,3,1,4,3,9,3,4,0,0,0,6,1,1,3,0,0,0,0,1,0,2,0,2,0,27,62,89
2020-11-30,2,1,0,6,4,2,4,2,3,2,2,0,0,2,6,3,0,0,1,0,3,1,1,3,0,0,0,0,1,2,13,0,2,1,39,67,106
2020-12-01,2,0,1,20,2,0,2,3,0,2,1,0,0,1,6,3,2,0,0,0,5,0,3,-2,0,0,0,1,-1,1,11,2,0,0,36,65,101
2020-12-02,1,0,1,8,1,2,3,4,3,0,6,3,2,1,8,2,5,0,0,0,5,0,3,15,0,2,1,0,2,0,1,0,0,1,50,80,130
2020-12-03,8,3,3,0,3,1,5,11,6,6,2,1,3,5,7,3,7,0,0,2,13,0,4,13,0,0,1,1,2,0,8,0,1,1,44,120,164
2020-12-04,7,1,1,-1,11,4,4,3,3,9,4,5,0,1,10,7,4,0,0,0,4,0,1,12,0,0,0,0,0,0,1,0,0,0,69,91,160
2020-12-05,2,1,4,3,3,1,4,3,5,3,2,2,0,1,6,1,9,0,0,1,2,0,1,7,0,1,0,0,1,0,2,0,5,0,31,70,101
2020-12-06,5,6,3,8,6,2,7,3,3,3,1,2,1,6,13,1,1,1,0,1,7,0,1,3,0,0,0,3,0,4,5,0,0,2,31,98,129
2020-12-07,2,3,1,0,0,0,4,0,0,1,0,0,0,0,6,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,10,24,34
2020-12-08,15,1,3,4,0,1,1,8,2,7,12,2,0,2,1,1,8,1,0,0,0,0,-1,1,0,0,0,1,3,0,1,0,-5,0,32,69,101
2020-12-09,1,0,1,2,1,0,2,3,2,6,1,1,4,2,4,0,2,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,35,37,72
2020-12-10,13,6,1,2,5,2,9,4,11,6,30,7,5,2,8,7,5,0,1,0,1,0,1,2,0,1,0,-1,-1,1,1,-1,-1,0,37,127,164
2020-12-11,11,2,2,0,1,2,1,2,2,4,13,2,2,0,4,1,2,1,1,1,8,1,0,1,0,0,0,0,1,0,5,0,1,0,55,71,126
2020-12-12,2,4,1,3,6,2,2,3,6,8,8,-1,4,0,10,1,0,2,0,0,3,0,4,0,0,1,0,1,2,0,2,0,1,1,37,76,113
2020-12-13,7,4,1,0,1,1,3,0,0,1,17,7,2,2,10,1,1,1,0,2,9,0,3,2,0,1,0,0,0,0,7,0,0,0,31,83,114
2020-12-14,2,6,1,1,4,0,3,2,0,2,0,0,3,0,4,0,4,0,0,0,0,-1,0,1,0,0,0,0,0,0,6,0,2,0,14,40,54
2020-12-15,2,4,10,2,1,1,0,1,1,2,4,7,2,0,3,4,1,3,1,0,0,0,2,0,0,0,0,0,0,0,11,1,0,0,21,63,84
2020-12-16,2,3,0,0,1,2,2,5,5,3,1,2,2,0,11,0,3,0,0,1,1,1,0,1,0,0,0,0,1,1,3,-1,2,0,24,52,76
2020-12-17,7,4,0,4,6,3,7,4,4,13,5,3,4,1,10,1,11,7,0,1,5,0,3,-1,0,1,2,1,0,1,6,0,1,2,42,116,158
2020-12-18,2,4,3,3,8,3,14,8,1,10,3,3,1,5,20,1,24,0,0,1,4,2,2,4,0,0,0,0,0,1,3,5,2,1,43,138,181
2020-12-19,5,2,2,1,6,1,6,0,1,7,4,0,0,1,18,2,8,1,1,0,3,0,0,0,0,0,0,0,1,0,11,1,1,0,35,83,118
2020-12-20,6,0,0,4,8,6,7,7,1,10,3,4,1,3,24,0,4,1,0,1,4,0,9,1,0,3,0,0,1,0,3,0,0,2,35,113,148
2020-12-21,8,7,0,0,2,3,10,7,1,4,1,0,2,3,25,1,12,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,19,93,112
2020-12-22,1,1,1,0,0,0,1,5,4,6,0,1,2,2,10,0,5,-1,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,2,1,21,43,64
2020-12-23,5,-1,0,1,1,2,1,2,1,1,-1,2,1,1,14,0,3,2,0,1,0,0,4,-1,1,2,0,0,0,0,2,0,0,0,35,44,79
2020-12-24,5,7,1,4,9,11,5,6,10,9,2,1,5,1,23,2,17,3,0,2,8,0,0,4,-1,1,0,1,-1,0,2,0,0,0,60,137,197
